Rank,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
536,LTR,Liontown Resources Ltd,$0.13,0.015,13.64%,$214.13 M,19.05%
"2,084",LVE,Love Group Global Ltd,$0.06,0,0.00%,$2.39 M,-34.44%
969,LVH,Livehire Ltd,$0.19,-0.005,-2.63%,$56.04 M,-53.75%
541,LVT,Livetiles Ltd,$0.23,-0.01,-4.17%,$207.47 M,-58.56%
196,LYC,Lynas Corporation Ltd,$2.02,0,0.00%,$1.41 B,-27.08%
577,LYL,Lycopodium Ltd,$4.44,0.05,1.14%,$176.45 M,-16.23%
545,M7T,MACH7 Technologies Ltd,$0.88,-0.005,-0.57%,$205.08 M,2.28%
"1,518",M8S,M8 Sustainable Ltd,$0.09,0,0.00%,$15.80 M,-47.06%
"1,069",MA1,Monash Absolute Investment Company Ltd,$0.99,-0.01,-1.00%,$44.40 M,16.47%
616,MAD,Mader Group Ltd,$0.78,-0.02,-2.50%,$156.00 M,-31.58%
991,MAG,Magmatic Resources Ltd,$0.31,0.02,6.90%,$53.67 M,1622.22%
341,MAH,Macmahon Holdings Ltd,$0.26,0,0.00%,$549.52 M,34.21%
846,MAI,Mainstream Group Holdings Ltd,$0.59,0.015,2.61%,$77.79 M,24.21%
"1,104",MAM,Microequities Asset Management Group Ltd,$0.31,0,0.00%,$41.13 M,-8.82%
"1,773",MAN,Mandrake Resources Ltd,$0.03,-0.007,-17.50%,$7.95 M,725.00%
242,MAQ,Macquarie Telecom Group Ltd,$45.90,-1.09,-2.32%,$979.50 M,112.50%
"2,124",MAR,Malachite Resources Ltd,$0.03,0,0.00%,$1.70 M,-75.00%
"1,161",MAT,Matsa Resources Ltd,$0.16,0,0.00%,$36.33 M,14.29%
461,MAU,Magnetic Resources NL,$1.41,-0.005,-0.35%,$297.41 M,203.23%
"1,343",MAUCA,Magnetic Resources NL,$1.17,0,0.00%,$23.89 M,368.00%
"1,862",MAX,Millinium's Alternatives Fund,$5.00,0,0.00%,$6.00 M,-16.67%
"1,450",MAY,Melbana Energy Ltd,$0.01,0,0.00%,$18.53 M,-20.00%
"1,772",MBK,Metal Bank Ltd,$0.01,0,0.00%,$7.95 M,28.57%
"1,618",MBM,Mobecom Ltd,$0.04,0,0.00%,$12.16 M,-26.32%
881,MCA,Murray Cod Australia Ltd,$0.13,0,0.00%,$70.48 M,-32.43%
"2,117",MCB,MCB Resources Ltd,$0.07,0,0.00%,$1.80 M,-30.00%
"1,494",MCE,Matrix Composites & Engineering Ltd,$0.16,0,0.00%,$16.37 M,-60.00%
"1,600",MCM,MC Mining Ltd,$0.09,0,0.00%,$12.84 M,-87.00%
438,MCP,Mcpherson's Ltd,$3.08,0.08,2.67%,$330.38 M,131.58%
475,MCR,Mincor Resources NL,$0.74,-0.01,-1.33%,$273.81 M,66.29%
"1,111",MCT,Metalicity Ltd,$0.03,-0.001,-3.33%,$40.48 M,271.78%
"1,931",MCX,Mariner Corporation Ltd,$0.10,0,0.00%,$4.81 M,170.27%
73,MCY,Mercury NZ Ltd,$4.50,0.02,0.45%,$6.13 B,0.67%
"1,096",MDC,Medlab Clinical Ltd,$0.15,0,0.00%,$41.95 M,-61.04%
"1,007",MDI,Middle Island Resources Ltd,$0.02,-0.002,-8.33%,$50.66 M,175.00%
656,MDR,Medadvisor Ltd,$0.55,-0.025,-4.35%,$135.70 M,60.35%
"2,052",MDX,Mindax Ltd,$0.00,0,0.00%,$2.83 M,0.00%
"1,241",MEA,Mcgrath Ltd,$0.19,0,0.00%,$30.87 M,-22.92%
"1,698",MEB,Medibio Ltd,$0.01,0.001,12.50%,$9.85 M,-22.79%
"1,020",MEC,Morphic Ethical Equities Fund Ltd,$0.93,0,0.00%,$49.13 M,6.90%
"1,070",MEI,Meteoric Resources NL,$0.04,-0.002,-5.26%,$44.33 M,50.00%
"1,597",MEL,Metgasco Ltd,$0.03,0.001,3.13%,$12.89 M,3.13%
949,MEM,Memphasys Ltd,$0.08,0.02,34.48%,$58.81 M,110.81%
"1,500",MEP,Minotaur Exploration Ltd,$0.04,-0.002,-4.35%,$16.28 M,10.00%
993,MEU,Marmota Ltd,$0.06,0,0.00%,$53.26 M,270.59%
"1,740",MEY,Marenica Energy Ltd,$0.06,0,0.00%,$8.60 M,-45.46%
79,MEZ,Meridian Energy Ltd,$4.39,-0.01,-0.23%,$5.51 B,-5.59%
"1,323",MFD,Mayfield Childcare Ltd,$0.78,0.01,1.30%,$24.83 M,-17.90%
190,MFF,MFF Capital Investments Ltd,$2.65,-0.01,-0.38%,$1.46 B,-11.37%
37,MFG,Magellan Financial Group Ltd,$61.25,-1.16,-1.86%,$11.16 B,7.48%
173,MGE,Magellan Global Equities Fund (Managed Fund),$3.94,0,0.00%,$1.67 B,3.96%
141,MGG,Magellan Global Trust,$1.78,0.01,0.57%,$2.21 B,-0.84%
"1,405",MGL,Magontec Ltd,$0.02,0,0.00%,$20.52 M,-28.00%
49,MGR,Mirvac Group,$2.13,0,0.00%,$8.38 B,-35.46%
"1,948",MGT,Magnetite Mines Ltd,$0.00,-0.001,-33.33%,$4.49 M,-38.64%
"1,663",MGU,Magnum Mining and Exploration Ltd,$0.04,0,0.00%,$10.66 M,-39.70%
483,MGV,Musgrave Minerals Ltd,$0.57,-0.015,-2.56%,$264.90 M,738.24%
274,MGX,Mount Gibson Iron Ltd,$0.67,-0.02,-2.92%,$771.55 M,-27.72%
"2,015",MGZ,Medigard Ltd,$0.02,0,0.00%,$3.45 M,0.00%
"1,207",MHC,Manhattan Corporation Ltd,$0.03,0,0.00%,$33.16 M,525.00%
"1,845",MHD,Millennium Ltd,$0.05,0,0.00%,$6.35 M,0.00%
527,MHG,Magellan Global Equities Fund Currency Hedged (Managed Fund),$3.47,-0.02,-0.57%,$223.88 M,1.76%
259,MHH,Magellan High Conviction Trust,$1.44,-0.005,-0.35%,$880.16 M,-4.00%
"1,961",MHI,Merchant House International Ltd,$0.05,0,0.00%,$4.34 M,-48.89%
689,MHJ,Michael Hill International Ltd,$0.32,0.005,1.59%,$124.09 M,-38.46%
323,MICH,Magellan Infrastructure Fund (Currency Hedged)(Managed Fund),$2.76,-0.02,-0.72%,$610.75 M,-13.48%
"1,974",MIH,MNC Media Investment Ltd,$3.60,0,0.00%,$4.08 M,0.00%
"1,498",MIL,Millennium Services Group Ltd,$0.36,0.025,7.58%,$16.30 M,115.15%
97,MIN,Mineral Resources Ltd,$22.69,-0.31,-1.35%,$4.28 B,48.79%
"1,485",MIO,Macarthur Minerals Ltd,$0.16,0.01,6.67%,$16.68 M,-48.39%
396,MIR,Mirrabooka Investments Ltd,$2.45,0,0.00%,$395.94 M,-4.30%
"1,967",MJC,Mejority Capital Ltd,$0.03,0,0.00%,$4.21 M,20.00%
"1,196",MKAX,Montaka Global Extension Fund (Quoted Managed Hedge Fund),$3.52,0.07,2.03%,$33.95 M,5.08%
"1,479",MKG,Mako Gold Ltd,$0.15,0,0.00%,$16.95 M,76.47%
523,MLD,Maca Ltd,$0.85,0.02,2.41%,$227.81 M,-8.60%
"1,086",MLL,Mali Lithium Ltd,$0.14,0.005,3.85%,$42.84 M,-15.01%
"1,965",MLM,Metallica Minerals Ltd,$0.01,0.001,8.33%,$4.21 M,-31.58%
"1,840",MLS,Metals Australia Ltd,$0.00,0,0.00%,$6.41 M,0.00%
122,MLT,Milton Corporation Ltd,$4.12,0,0.00%,$2.77 B,-13.99%
856,MLX,Metals X Ltd,$0.08,-0.001,-1.18%,$76.21 M,-63.91%
548,MME,Moneyme Ltd,$1.20,0.015,1.27%,$202.48 M,-30.52%
618,MMI,Metro Mining Ltd,$0.11,0.002,1.82%,$155.56 M,-6.67%
"1,372",MMJ,MMJ Group Holdings Ltd,$0.10,0,0.00%,$22.08 M,-66.32%
626,MML,Medusa Mining Ltd,$0.74,0.015,2.08%,$152.73 M,14.84%
428,MMM,Marley Spoon AG,$1.95,-0.07,-3.47%,$340.03 M,174.65%
"2,059",MMR,Mec Resources Ltd,$0.00,0,0.00%,$2.74 M,-20.00%
311,MMS,Mcmillan Shakespeare Ltd,$8.86,-0.04,-0.45%,$685.60 M,-32.26%
"1,881",MNB,Minbos Resources Ltd,$0.00,0,0.00%,$5.65 M,0.00%
250,MND,Monadelphous Group Ltd,$9.78,-0.2,-2.00%,$925.59 M,-48.74%
381,MNF,MNF Group Ltd,$4.99,0.11,2.25%,$420.71 M,39.39%
"1,364",MNRS,Betashares Global Gold Miners ETF - Currency Hedged,$7.00,-0.08,-1.13%,$22.40 M,59.82%
927,MNS,Magnis Energy Technologies Ltd,$0.09,0.006,6.90%,$61.85 M,-58.67%
"1,493",MNW,Mint Payments Ltd,$0.02,-0.002,-10.00%,$16.39 M,-25.00%
456,MNY,MONEY3 Corporation Ltd,$1.67,-0.04,-2.34%,$309.43 M,-20.48%
609,MOAT,Vaneck Vectors Morningstar Wide Moat ETF,$74.60,-0.98,-1.30%,$158.74 M,6.44%
"1,258",MOB,Mobilicom Ltd,$0.12,0,0.00%,$29.66 M,40.24%
794,MOC,Mortgage Choice Ltd,$0.74,0.015,2.08%,$91.87 M,-37.71%
348,MOE,Moelis Australia Ltd,$3.50,-0.15,-4.11%,$528.99 M,-11.39%
815,MOGL,Montgomery Global Equities Fund (Managed Fund),$3.33,0.02,0.60%,$85.21 M,-7.24%
"1,790",MOH,Moho Resources Ltd,$0.14,-0.005,-3.57%,$7.55 M,170.00%
"1,263",MOQ,MOQ Ltd,$0.17,0,0.00%,$29.28 M,-17.50%
462,MOT,MCP Income Opportunities Trust,$1.71,-0.02,-1.16%,$296.11 M,-16.99%
956,MOZ,Mosaic Brands Ltd,$0.60,-0.02,-3.23%,$58.09 M,-78.02%
140,MP1,Megaport Ltd,$14.65,0.32,2.23%,$2.25 B,113.87%
"1,130",MPH,Mediland Pharm Ltd,$0.13,0,0.00%,$39.10 M,-59.02%
53,MPL,Medibank Private Ltd,$2.93,-0.02,-0.68%,$8.07 B,-18.84%
"1,180",MPO,Molopo Energy Ltd,$0.14,0,0.00%,$34.87 M,0.00%
"1,193",MPP,Metro Performance Glass Ltd,$0.19,0,0.00%,$34.29 M,-50.00%
"1,971",MPR,Mpower Group Ltd,$0.03,0,0.00%,$4.13 M,-21.21%
"1,289",MPX,Mustera Property Group Ltd,$0.27,0,0.00%,$26.90 M,-6.90%
10,MQG,Macquarie Group Ltd,$119.80,-1.87,-1.54%,$43.29 B,-5.68%
"1,941",MQR,Marquee Resources Ltd,$0.07,-0.002,-2.70%,$4.58 M,-42.40%
715,MRC,Mineral Commodities Ltd,$0.26,0,0.00%,$116.05 M,45.71%
"2,065",MRD,Mount Ridley Mines Ltd,$0.00,0,0.00%,$2.68 M,0.00%
"1,240",MRG,Murray River Organics Group Ltd,$0.01,0,0.00%,$30.88 M,-83.33%
812,MRL,Mayur Resources Ltd,$0.48,0,0.00%,$85.98 M,-12.73%
990,MRM,Mma Offshore Ltd,$0.06,-0.003,-4.92%,$53.69 M,-67.78%
"1,569",MRQ,MRG Metals Ltd,$0.01,0.002,22.22%,$13.58 M,175.00%
"2,046",MRR,Minrex Resources Ltd,$0.01,0,0.00%,$2.90 M,16.67%
"1,715",MRV,Moreton Resources Ltd,$0.00,0,0.00%,$9.32 M,-40.00%
"1,820",MRZ,Mont Royal Resources Ltd,$0.21,-0.01,-4.55%,$6.94 M,-25.00%
145,MSB,Mesoblast Ltd,$3.67,-0.06,-1.61%,$2.14 B,140.66%
"1,561",MSE,Metalsearch Ltd,$0.01,-0.001,-8.33%,$13.77 M,83.33%
"1,951",MSG,MCS Services Ltd,$0.02,-0.002,-7.69%,$4.47 M,60.00%
"2,156",MSI,Multistack International Ltd,$0.01,0,0.00%,$1.12 M,66.67%
"1,401",MSL,MSL Solutions Ltd,$0.06,0,0.00%,$20.62 M,-50.77%
"1,052",MSM,MSM Corporation International Ltd,$0.06,0.002,3.77%,$46.16 M,587.50%
"1,514",MSR,Manas Resources Ltd,$0.01,0,0.00%,$15.86 M,100.00%
797,MSTR,Morningstar International Shares Active ETF (Managed Fund),$8.48,-0.14,-1.62%,$91.63 M,-4.93%
723,MSV,Mitchell Services Ltd,$0.56,0.015,2.75%,$111.57 M,-9.68%
"2,155",MTB,Mount Burgess Mining NL,$0.00,0,0.00%,$1.13 M,0.00%
"1,734",MTC,Metalstech Ltd,$0.16,0.01,6.67%,$8.73 M,1042.86%
"1,100",MTH,Mithril Resources Ltd,$0.03,0,0.00%,$41.62 M,400.00%
"1,995",MTL,Manalto Ltd,$0.00,0,0.00%,$3.64 M,0.00%
760,MTO,Motorcycle Holdings Ltd,$1.65,0.005,0.30%,$101.82 M,32.00%
119,MTS,Metcash Ltd,$2.74,0,0.00%,$2.80 B,-3.18%
550,MVA,Vaneck Vectors Australian Property ETF,$18.35,-0.36,-1.92%,$200.21 M,-30.28%
872,MVB,Vaneck Vectors Australian Banks ETF,$20.42,-0.27,-1.31%,$73.53 M,-27.18%
703,MVE,Vaneck Vectors S&P/ASX Midcap ETF,$27.52,-0.35,-1.26%,$119.35 M,-4.78%
539,MVF,Monash Ivf Group Ltd,$0.54,-0.005,-0.92%,$210.40 M,-58.40%
936,MVOL,Ishares Edge MSCI Australia Minimum Volatility ETF,$26.45,-0.29,-1.09%,$60.41 M,-11.15%
377,MVP,Medical Developments International Ltd,$6.58,-0.29,-4.22%,$431.80 M,15.24%
882,MVR,Vaneck Vectors Australian Resources ETF,$27.53,-0.37,-1.33%,$70.30 M,-7.37%
931,MVS,Vaneck Vectors Small Companies Masters ETF,$17.47,-0.17,-0.96%,$60.92 M,-16.93%
230,MVW,Vaneck Vectors Australian EQUAL Weight ETF,$26.89,-0.28,-1.03%,$1.05 B,-13.15%
"1,455",MWR,MGM Wireless Ltd,$0.13,0.015,13.04%,$18.43 M,-58.07%
877,MWY,Midway Ltd,$0.82,0,0.00%,$71.62 M,-76.23%
"1,003",MX1,Micro-X Ltd,$0.15,0,0.00%,$51.79 M,-42.04%
"1,163",MXC,MGC Pharmaceuticals Ltd,$0.02,0,0.00%,$36.24 M,-56.60%
"1,342",MXI,Maxitrans Industries Ltd,$0.13,-0.005,-3.70%,$24.06 M,-53.57%
"1,736",MXR,Maximus Resources Ltd,$0.10,0.009,9.89%,$8.70 M,56.36%
214,MXT,MCP Master Income Trust,$1.88,0.005,0.27%,$1.20 B,-8.44%
894,MYE,Mastermyne Group Ltd,$0.67,-0.005,-0.74%,$68.53 M,-34.31%
743,MYL,Myanmar Metals Ltd,$0.06,-0.001,-1.64%,$106.12 M,5.26%
"1,239",MYQ,Myfiziq Ltd,$0.27,-0.015,-5.26%,$30.89 M,50.00%
583,MYR,Myer Holdings Ltd,$0.21,0,0.00%,$172.47 M,-61.11%
409,MYS,Mystate Ltd,$4.05,-0.04,-0.98%,$372.64 M,-11.57%
288,MYX,Mayne Pharma Group Ltd,$0.44,0,0.00%,$730.40 M,-19.44%
944,MZZ,Matador Mining Ltd,$0.40,0.03,8.11%,$59.27 M,42.86%
"1,829",N1H,N1 Holdings Ltd,$0.08,0,0.00%,$6.69 M,-3.53%
5,NAB,National Australia Bank Ltd,$17.86,-0.2,-1.11%,$58.76 B,-34.15%
"1,140",NAC,Naos Ex-50 Opportunities Company Ltd,$0.81,-0.015,-1.82%,$38.22 M,-4.14%
"1,770",NAE,New Age Exploration Ltd,$0.01,0.001,12.50%,$8.00 M,80.00%
"1,297",NAG,Nagambie Resources Ltd,$0.05,-0.002,-3.64%,$26.50 M,20.46%
"1,088",NAM,Namoi Cotton Ltd,$0.31,0,0.00%,$42.80 M,-11.59%
154,NAN,Nanosonics Ltd,$6.35,-0.12,-1.86%,$1.91 B,21.18%
279,NBI,NB Global Corporate Income Trust,$1.72,0.02,1.18%,$764.34 M,-16.75%
"1,981",NC6,Nanollose Ltd,$0.04,-0.005,-11.91%,$3.91 M,-9.13%
"1,006",NCC,Naos Emerging Opportunities Company Ltd,$0.82,0.01,1.24%,$50.66 M,-19.21%
350,NCK,Nick Scali Ltd,$6.50,-0.26,-3.85%,$526.50 M,-0.46%
"1,775",NCL,Netccentric Ltd,$0.03,0,0.00%,$7.88 M,328.57%
15,NCM,Newcrest Mining Ltd,$33.22,-0.47,-1.40%,$27.11 B,3.33%
"1,856",NCR,Nucoal Resources Ltd,$0.01,0,0.00%,$6.15 M,-60.00%
579,NCZ,New Century Resources Ltd,$0.18,0.005,2.86%,$176.15 M,-56.10%
"1,646",NDIA,ETFs Reliance India Nifty 50 ETF,$41.76,-0.06,-0.14%,$11.28 M,-16.48%
260,NDQ,Betashares Nasdaq 100 ETF,$25.53,0.22,0.87%,$867.77 M,32.28%
229,NEA,Nearmap Ltd,$2.34,-0.08,-3.31%,$1.06 B,-36.59%
136,NEC,Nine Entertainment Co. Holdings Ltd,$1.37,-0.005,-0.36%,$2.34 B,-32.18%
"1,878",NES,Nelson Resources Ltd,$0.05,-0.004,-7.41%,$5.74 M,44.24%
708,NET,Netlinkz Ltd,$0.06,0,0.00%,$118.11 M,-79.29%
625,NEU,Neuren Pharmaceuticals Ltd,$1.34,0.03,2.29%,$153.37 M,-2.90%
398,NEW,NEW Energy Solar,$1.11,0.01,0.91%,$392.21 M,-12.25%
"1,488",NGE,NGE Capital Ltd,$0.45,-0.005,-1.11%,$16.54 M,-27.05%
553,NGI,Navigator Global Investments Ltd,$1.21,-0.09,-6.95%,$195.39 M,-69.49%
"1,584",NGY,Nuenergy Gas Ltd,$0.01,0,0.00%,$13.33 M,28.57%
221,NHC,New Hope Corporation Ltd,$1.38,-0.025,-1.79%,$1.14 B,-48.50%
147,NHF,Nib Holdings Ltd,$4.65,0.01,0.22%,$2.12 B,-41.80%
223,NIC,Nickel Mines Ltd,$0.60,0,0.00%,$1.10 B,38.70%
"2,056",NIU,Niuminco Group Ltd,$0.00,0,0.00%,$2.80 M,0.00%
"1,400",NME,NEX Metals Exploration Ltd,$0.09,-0.01,-10.42%,$20.72 M,561.54%
867,NML,Navarre Minerals Ltd,$0.16,0,0.00%,$74.13 M,86.75%
841,NMT,Neometals Ltd,$0.15,0,0.00%,$79.08 M,-32.56%
921,NNT,99 Technology Ltd,$0.06,0.003,5.77%,$63.78 M,-20.29%
"1,819",NOR,Norwood Systems Ltd,$0.03,0,0.00%,$6.94 M,-30.00%
917,NOV,Novatti Group Ltd,$0.29,0.035,14.00%,$64.43 M,67.65%
986,NOX,Noxopharm Ltd,$0.26,0.01,4.08%,$54.37 M,-36.54%
"1,614",NSB,Neuroscientific Biopharmaceuticals Ltd,$0.21,-0.005,-2.33%,$12.40 M,-22.22%
851,NSC,Naos Small Cap Opportunities Company Ltd,$0.49,-0.005,-1.02%,$77.02 M,-19.17%
"2,005",NSE,New Standard Energy Ltd,$0.00,0,0.00%,$3.56 M,-20.00%
158,NSR,National Storage REIT,$1.88,0.015,0.81%,$1.90 B,5.04%
39,NST,Northern Star Resources Ltd,$14.76,-0.14,-0.94%,$10.92 B,24.24%
"1,333",NSX,NSX Ltd,$0.10,0,0.00%,$24.44 M,-48.65%
"1,064",NTD,National Tyre & Wheel Ltd,$0.44,0.005,1.16%,$44.76 M,8.75%
"2,094",NTI,Neurotech International Ltd,$0.01,0,0.00%,$2.15 M,-50.00%
"1,480",NTL,New Talisman Gold Mines Ltd,$0.01,0,0.00%,$16.75 M,-14.29%
929,NTM,NTM Gold Ltd,$0.09,-0.004,-4.26%,$61.55 M,164.71%
454,NTO,Nitro Software Ltd,$1.64,0,0.00%,$311.23 M,7.57%
858,NTU,Northern Minerals Ltd,$0.02,0,0.00%,$75.75 M,-74.32%
837,NUC,Nuchev Ltd,$2.50,0.01,0.40%,$80.46 M,-21.88%
184,NUF,Nufarm Ltd,$3.95,-0.11,-2.71%,$1.50 B,-10.63%
"1,158",NUH,Nuheara Ltd,$0.03,0.006,28.57%,$36.71 M,-53.45%
914,NUS,Nusantara Resources Ltd,$0.32,-0.02,-5.88%,$64.81 M,72.97%
915,NVA,Nova Minerals Ltd,$0.06,0.003,5.26%,$64.80 M,200.00%
"1,385",NVO,Nvoi Ltd,$0.01,0,0.00%,$21.57 M,-3.68%
"1,868",NVU,Nanoveu Ltd,$0.07,0.003,4.48%,$5.91 M,55.56%
424,NVX,Novonix Ltd,$1.00,0.045,4.71%,$348.21 M,127.78%
"1,601",NWC,New World Resources Ltd,$0.01,0,0.00%,$12.83 M,-7.14%
"1,550",NWE,Norwest Energy NL,$0.00,0,0.00%,$14.20 M,50.00%
713,NWF,Newfield Resources Ltd,$0.20,0,0.00%,$116.26 M,0.00%
291,NWH,NRW Holdings Ltd,$1.70,-0.045,-2.59%,$723.23 M,-28.18%
128,NWL,Netwealth Group Ltd,$10.70,0.57,5.63%,$2.54 B,40.05%
"1,722",NWM,Norwest Minerals Ltd,$0.16,-0.025,-13.89%,$9.14 M,-30.45%
271,NWS,News Corporation,$16.86,-0.26,-1.52%,$800.15 M,-14.33%
556,NWSLV,News Corporation,$16.79,-0.23,-1.35%,$194.16 M,-11.82%
"2,152",NXE,New Energy Minerals Ltd,$0.01,0,0.00%,$1.20 M,-65.00%
"1,638",NXM,Nexus Minerals Ltd,$0.08,0.002,2.63%,$11.51 M,77.27%
629,NXS,Next Science Ltd,$1.39,-0.02,-1.42%,$151.09 M,-65.42%
83,NXT,NEXTDC Ltd,$11.41,0.09,0.80%,$5.19 B,67.06%
"1,507",NYR,Nyrada Inc,$0.21,-0.005,-2.33%,$15.98 M,-10.64%
502,NZK,New Zealand King Salmon Investments Ltd,$1.74,-0.02,-1.14%,$241.84 M,-6.45%
"1,019",NZM,NZME Ltd,$0.25,0.015,6.38%,$49.14 M,-50.50%
"1,952",NZS,New Zealand Coastal Seafoods Ltd,$0.01,0,0.00%,$4.47 M,21.15%
"1,968",OAR,Oakdale Resources Ltd,$0.00,-0.001,-25.00%,$4.18 M,-69.70%
"1,639",OAU,Ora Gold Ltd,$0.02,-0.002,-11.11%,$11.48 M,77.78%
"1,287",OBJ,OBJ Limited,$0.02,0,0.00%,$27.14 M,-16.67%
210,OBL,Omni Bridgeway Ltd,$5.00,-0.1,-1.96%,$1.25 B,63.71%
582,OBM,Ora Banda Mining Ltd,$0.30,-0.02,-6.35%,$174.13 M,129.17%
337,OCA,Oceania Healthcare Ltd,$0.91,0.015,1.69%,$559.34 M,-8.59%
909,OCC,Orthocell Ltd,$0.36,0.005,1.43%,$65.57 M,-25.26%
261,OCL,Objective Corporation Ltd,$9.16,0.14,1.55%,$855.80 M,225.98%
"1,581",ODA,Orcoda Ltd,$0.12,0.005,4.55%,$13.34 M,-36.11%
"1,654",ODM,Odin Metals Ltd,$0.04,0,0.00%,$10.91 M,-72.90%
"1,555",ODY,Odyssey Energy Ltd,$0.04,0,0.00%,$14.08 M,0.00%
840,OEC,Orbital Corporation Ltd,$1.02,-0.015,-1.45%,$79.14 M,191.43%
"1,137",OEL,Otto Energy Ltd,$0.01,0,0.00%,$38.36 M,-81.34%
"2,160",OEQ,Orion Equities Ltd,$0.06,0,0.00%,$979.79 TH,-71.05%
"1,801",OEX,OILEX Ltd,$0.00,0,0.00%,$7.30 M,-33.33%
448,OFX,OFX Group Ltd,$1.30,0.01,0.78%,$316.93 M,-9.72%
"1,472",OGA,Ocean Grown Abalone Ltd,$0.09,0,0.00%,$17.46 M,-41.33%
495,OGC,Oceanagold Corporation,$3.50,-0.09,-2.51%,$246.09 M,-4.63%
"1,375",OIL,Optiscan Imaging Ltd,$0.05,0.002,4.55%,$21.98 M,-14.82%
"1,990",OKJ,Oakajee Corporation Ltd,$0.04,0.006,17.14%,$3.72 M,-26.79%
"1,830",OKR,Okapi Resources Ltd,$0.19,0,0.00%,$6.67 M,12.12%
651,OKU,Oklo Resources Ltd,$0.30,-0.01,-3.28%,$139.33 M,145.83%
"1,634",OLH,Oldfields Holdings Ltd,$0.07,0,0.00%,$11.74 M,105.88%
"1,604",OLI,Oliver's Real Food Ltd,$0.05,-0.004,-7.84%,$12.72 M,4.44%
"1,390",OLL,Openlearning Ltd,$0.24,0.04,20.00%,$21.33 M,45.46%
"2,050",OLV,Otherlevels Holdings Ltd,$0.01,0,0.00%,$2.84 M,-28.57%
487,OMH,Om Holdings Ltd,$0.36,-0.015,-4.05%,$262.21 M,-55.06%
352,OML,Ooh!Media Ltd,$0.88,-0.02,-2.22%,$520.77 M,-75.14%
"1,763",ONE,Oneview Healthcare Plc,$0.05,0.003,6.82%,$8.14 M,-81.20%
695,ONT,1300 Smiles Ltd,$5.14,0.03,0.59%,$121.71 M,-16.83%
"1,443",ONX,Orminex Ltd,$0.04,0,0.00%,$18.87 M,-75.86%
"1,792",OOK,Ookami Ltd,$0.02,0,0.00%,$7.50 M,0.00%
516,OOO,Betashares Crude Oil INDEX ETF-Currency Hedged (Synthetic),$3.96,-0.16,-3.88%,$232.44 M,-76.00%
345,OPC,Opticomm Ltd,$5.15,0.02,0.39%,$535.99 M,67.21%
344,OPH,Ophir High Conviction Fund,$2.68,-0.04,-1.47%,$536.00 M,3.08%
"2,020",OPL,Opyl Ltd,$0.09,-0.007,-7.07%,$3.39 M,-8.00%
316,OPT,Opthea Ltd,$2.42,0.01,0.42%,$651.36 M,195.12%
508,OPY,Openpay Group Ltd,$2.92,0.12,4.29%,$237.56 M,120.38%
134,ORA,Orora Ltd,$2.49,-0.01,-0.40%,$2.40 B,-39.82%
297,ORE,Orocobre Ltd,$2.56,-0.04,-1.54%,$709.36 M,-8.57%
43,ORG,Origin Energy Ltd,$5.73,-0.13,-2.22%,$10.09 B,-23.80%
66,ORI,Orica Ltd,$16.15,-0.3,-1.82%,$6.55 B,-21.18%
"1,645",ORM,Orion Metals Ltd,$0.02,0,0.00%,$11.31 M,46.67%
978,ORN,Orion Minerals Ltd,$0.02,0.001,5.56%,$55.09 M,-34.48%
637,ORR,Orecorp Ltd,$0.46,0.03,6.98%,$145.79 M,87.76%
70,OSH,Oil Search Ltd,$3.00,-0.13,-4.15%,$6.23 B,-56.94%
753,OSL,Oncosil Medical Ltd,$0.13,-0.005,-3.85%,$103.58 M,149.97%
900,OSP,Osprey Medical Inc,$0.05,-0.003,-6.25%,$67.45 M,-27.42%
"1,155",OSX,Osteopore Ltd,$0.60,0,0.00%,$37.20 M,-17.24%
560,OTW,Over the Wire Holdings Ltd,$3.71,-0.1,-2.63%,$191.62 M,-25.20%
761,OVH,Onevue Holdings Ltd,$0.38,0,0.00%,$101.81 M,-1.30%
"1,090",OVN,Oventus Medical Ltd,$0.27,0,0.00%,$42.72 M,-5.72%
"1,873",OVT,Ovato Ltd,$0.01,0,0.00%,$5.86 M,-87.88%
"2,027",OXX,Octanex Ltd,$0.01,0,0.00%,$3.27 M,33.33%
875,OZF,SPDR S&P/ASX 200 Financials Ex A-REIT Fund,$15.45,-0.17,-1.09%,$72.36 M,-24.56%
955,OZG,Ozgrowth Ltd,$0.17,0,0.00%,$58.17 M,0.00%
99,OZL,OZ Minerals Ltd,$12.18,0.14,1.16%,$3.95 B,23.66%
849,OZR,SPDR S&P/ASX 200 Resources Fund,$11.03,-0.13,-1.17%,$77.19 M,-9.59%
"1,970",P2P,P2P Transport Ltd,$0.04,0,0.00%,$4.13 M,-56.00%
905,PAA,Pharmaust Ltd,$0.22,0.005,2.38%,$65.88 M,313.46%
"1,598",PAB,PATRYS Ltd,$0.01,0,0.00%,$12.87 M,-42.86%
482,PAC,Pacific Current Group Ltd,$5.35,0.08,1.52%,$265.94 M,4.09%
"1,093",PAF,PM Capital Asian Opportunities Fund Ltd,$0.74,0.005,0.69%,$42.34 M,-21.81%
395,PAI,Platinum Asia Investments Ltd,$1.09,0.005,0.46%,$396.49 M,2.83%
"2,076",PAK,Pacific American Holdings Ltd,$0.01,0,0.00%,$2.49 M,-77.69%
